"description","g:availability","g:brand","g:google_product_category","g:id","g:image_link","g:price","g:shipping.country","g:shipping.price","link","title","g:additional_image_link","g:gtin","g:item_group_id","g:item_group_title","g:mpn","g:product_type","g:sale_price","g:unit_pricing_measure","g:ads_grouping","g:ads_labels","g:ads_redirect","g:age_group","g:auto_pricing_min_price","g:availability_date","g:bulk_price_min_quantity","g:bulk_price_price","g:certification.certification_authority","g:certification.certification_code","g:certification.certification_name","g:certification.certification_value","g:color","g:condition","g:cost_of_goods_sold","g:custom_label_0","g:custom_label_1","g:custom_label_2","g:custom_label_3","g:custom_label_4","g:document_link","g:energy_efficiency_class","g:expiration_date","g:free_shipping_threshold.country","g:free_shipping_threshold.price_threshold","g:gender","g:handling_cutoff_time.country","g:handling_cutoff_time.cutoff_time","g:handling_cutoff_time.cutoff_timezone","g:handling_cutoff_time.disable_delivery_after_cutoff","g:identifier_exists","g:installment_amount","g:installment_months","g:is_bundle","g:lifestyle_image_link","g:loyalty_program.loyalty_points","g:loyalty_program.member_price_effective_date","g:loyalty_program.price","g:loyalty_program.program_label","g:loyalty_program.shipping_label","g:loyalty_program.tier_label","g:max_energy_efficiency_class","g:min_energy_efficiency_class","g:minimum_order_value.country","g:minimum_order_value.price","g:minimum_order_value.service","g:minimum_order_value.surface","g:mobile_link","g:multipack","g:popularity_rank","g:product_detail_attribute_name","g:product_detail_attribute_value","g:product_detail_section_name","g:product_highlight","g:promotion_id","g:question_and_answer.answer","g:question_and_answer.question","g:related_product.identifier","g:related_product.identifier_type","g:related_product.relationship_type","g:sale_price_effective_date","g:shipping.location_group_name","g:shipping.location_id","g:shipping.loyalty_program_label","g:shipping.loyalty_tier_label","g:shipping.max_handling_time","g:shipping.max_transit_time","g:shipping.min_handling_time","g:shipping.min_transit_time","g:shipping.postal_code","g:shipping.region","g:shipping.service","g:shipping_height","g:shipping_label","g:shipping_length","g:shipping_weight","g:shipping_width","g:shopping_ads_excluded_country","g:short_title","g:size","g:structured_description.content","g:structured_description.digital_source_type","g:structured_title.content","g:structured_title.digital_source_type","g:subscription_amount","g:subscription_period","g:subscription_period_length","g:tax_category","g:transit_time_label","g:unit_pricing_base_measure","g:variant_option.name","g:variant_option.value","g:video_link","g:virtual_model_link"
"Dit is Linnenlook Anchor Stripes, een stof vertikale banen met ankers, één van de vele bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Linnenlook is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Ook verkrijgbaar zonder print, als Linnenlook Effen, in 140 cm breed of 280 cm breed. Linnenlook Anchor Stripes is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Deze stof met ankers is geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook Anchor Stripes is een uitstekende gordijnstof. Bij bedrukte gordijnstof zoals deze stof met ankers dien je te rekening houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is Linnenlook Anchor Stripes een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, met bepaalde dieren zoals deze Linnenlook Anchor Stripes. Meer stof met ankers vind je hier. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof met ankers rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Wij proberen ons assortiment ten alle tijden aan te passen aan de huidige trend en hebben regelmatig overleg met onze leveranciers over wat zij nieuw in collectie hebben en wat past bij onze klanten. Daarnaast bezoeken we geregeld de grote beurzen zoals Heimtextil (https://heimtextil.messefrankfurt.com/frankfurt/en/programme-events/trends.html) om te kijken welke stoffen een mooie aanvulling vormen op ons assortiment. Om het online kopen gemakkelijker te maken, bieden we onze klanten een stalenservice, waarbij je tegen een kleine vergoeding een stofstaal van Linnenlook Anchor Stripes kunt bestellen (ongeveer 8 x 8 cm), zodat je in ieder geval kunt voelen en zien hoe de kleur er in het echt bij jou thuis uitziet. Op een beeldscherm komt de kleur toch anders over. Je kunt natuurlijk nog een paar andere staaltjes bestellen, zodat je kunt vergelijken. In principe hanteren we een max van 8 staaltjes per keer, omdat we hopen dat je min of meer gericht zoekt.","in_stock","De Groot Stoffen","47","1-8-034","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.104530.1603.475.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-printstof-009","Linnenlook Printstof - Gordijnstof - Anker - Nautisch - Verduisterende stof - Blauw - Panama Premium - 140 cm breed","","6154536060039","","","1-8-034","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Blauw","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Linnenlook Anchor Allover, een stof met ankers, één van de vele bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Linnenlook is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Ook verkrijgbaar zonder print, als Linnenlook Effen, in 140 cm breed of 280 cm breed. Linnenlook Anchor Allover is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Deze stof met ankers is geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook Anchor Allover is een uitstekende gordijnstof. Bij bedrukte gordijnstof zoals deze stof met ankers dien je te rekening houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is Linnenlook Anchor Allover een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, zoals deze Linnenlook Anchor Allover. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof met ankers rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Wij proberen ons assortiment ten alle tijden aan te passen aan de huidige trend en hebben regelmatig overleg met onze leveranciers over wat zij nieuw in collectie hebben en wat past bij onze klanten. Daarnaast bezoeken we geregeld de grote beurzen zoals Heimtextil (https://heimtextil.messefrankfurt.com/frankfurt/en/programme-events/trends.html) om te kijken welke stoffen een mooie aanvulling vormen op ons assortiment. Om het online kopen gemakkelijker te maken, bieden we onze klanten een stalenservice, waarbij je tegen een kleine vergoeding een stofstaal van Linnenlook Anchor Allover kunt bestellen (ongeveer 8 x 8 cm), zodat je in ieder geval kunt voelen en zien hoe de kleur er in het echt bij jou thuis uitziet. Op een beeldscherm komt de kleur toch anders over. Je kunt natuurlijk nog een paar andere staaltjes bestellen, zodat je kunt vergelijken. In principe hanteren we een max van 8 staaltjes per keer, omdat we hopen dat je min of meer gericht zoekt.","in_stock","De Groot Stoffen","47","1-8-055","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.104530.1604.475.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-printstof-010","Linnenlook Printstof - Gordijnstof - Anker - Nautisch - Verduisterende stof - Blauw - Panama Premium - 140 cm breed","","6154536089078","","","1-8-055","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Blauw","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Linnenlook Effen die past bij alle bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Het is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Linnenlook Effen is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook Effen is een uitstekende gordijnstof. Bij bedrukte gordijnstof dien je te rekening houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is linnenlook een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, allemaal te combineren met Linnenlook Effen. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Misschien ken je de kwaliteit al van een bezoek aan ons op de weekmarkt in Eindhoven (https://www.uwmarktspecialist.nl/markten/markt/eindhoven/warenmarkt/dinsdag/centrum-19/) op dinsdag, in Middelburg op donderdag (https://www.marktenmarkten.nl/markt/weekmarkt-middelburg-markt/556/) of op een van de markten van de Stoffenbeurs. (https://www.stoffenbeurs.nl) Sinds Corona staan we niet meer op de markt, maar verkopen nog alleen online. Als je de stof niet kent kun je een stofstaaltje bestellen (ongeveer 8 x 8 cm) zodat je de stof kunt voelen en de kleur beter kunt beoordelen. Wij versturen niet alleen binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten.","in_stock","De Groot Stoffen","47","1-8-113","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.355035.1011.010.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-effen-140-cm","Linnenlook Effen - Gordijnstof - Verduisterende stof - Naturel - Panama Premium - 140 cm breed","","6154543286231","","","1-8-113","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Naturel","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Gobelin 008, een sfeervolle gobelin stof met boeken, één van de vele gobelin stoffen in onze winkel. Bij ons vind je een groot assortiment interieurstoffen (printstoffen en stoffen met ingeweven motief) zoals meubelstoffen, gordijnstoffen en decoratiestoffen. Gobelin 008 valt onder de stoffen met ingeweven motief, is dus geen print en is toepasbaar als meubelstof, gordijnstof en decoratiestof. Niet alleen breed toepasbaar, maar ook heel fijn om mee te werken. De samenstelling is katoen en polyester. De toevoeging van polyester maakt de stof sterker en minder lichtgevoelig. De breedte is 140 cm en gobelin is machinewasbaar op 30 graden. Oorspronkelijk werden gobelins gebruikt voor wandkleden. Kenmerk is dat de voor- en achterkant verschillend zijn van kleur, maar het dessin is aan de achterkant nog wel intact. De kwaliteit gobelin is vergelijkbaar met jacquardstoffen, maar is iets zwaarder en stugger. Zoals gezegd, Gobelin 008 is in eerste instantie een decoratiestof (wandbekleding), maar is ook zeer geschikt voor gordijnen en andere decoratiedoeleinden. De meeste mensen kennen gobelinstof echter als meubelstof. De martindale is ongeveer 25000, maar voor intensief woonkamergebruik raden we aan om een primaire meubelstof te nemen met een hogere martindale. Je kunt natuurlijk ook hele leuke kussens van deze gobelin stof met boeken op je bank of stoel leggen. Gobelin 008 wordt ook gebruikt als gordijnstof. Vooral bij lange gordijnen met ringen of enkele plooien valt deze gobelin stof met boeken prachtig. Bij de berekening van de benodigde hoeveelheid stof voor je gordijnen is het aan te raden om rekening te houden met rapporthoogte, zodat het dessin van de stof netjes doorloopt bij de naden. De naden kun je bijna onzichtbaar plat strijken. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Mocht je ervoor kiezen om de gordijnen te voeren, dan hebben we ook nog diverse soorten gordijnvoering, ook lichtdichte. Verder werken we samen met een naai atelier om desgewenst gordijnen op maat te laten maken. Van deze gobelin stof met boeken maakt men ook tassen, placemats, spreien, jassen, enz. Ervaring leert dat deze stof gemakkelijk te verwerken is, zonder gebruik van speciale naald of garen. Gobelin 008 kreukt niet snel en ook kun je de naden goed plat uitpersen. We hebben al jaren een uitgebreide collectie gobelins. Sommige dessins gaan jaren mee, anderen wat korter, afhankelijk van hoe tijdloos ze zijn. Gobelin is er in allerlei thema’s en motieven, sommige heel rustig met kleine dessins, anderen druk en bontgekleurd. Er zijn gobelins in een bepaald thema, voor een speciaal seizoen, met geometrische motieven, nautische afbeeldingen zoals deze Gobelin 008. Misschien ken je de kwaliteit al van een bezoek aan ons op de weekmarkt in Eindhoven (https://www.uwmarktspecialist.nl/markten/markt/eindhoven/warenmarkt/dinsdag/centrum-19/) op dinsdag, in Middelburg op donderdag (https://www.marktenmarkten.nl/markt/weekmarkt-middelburg-markt/556/) of op één van de markten van de Stoffenbeurs. (https://www.stoffenbeurs.nl) Sinds Corona staan we niet meer op de markt, maar als je de stof niet kent en je zoekt een gobelin stof met boeken zoals Gobelin 008 voor gordijnstof, meubelstof of decoratiestof dan kun je een stofstaaltje bestellen (ongeveer 8 x 8 cm) zodat je de stof kunt voelen en de kleur beter kunt beoordelen.","in_stock","De Groot Stoffen","47","1-5-042","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.251030.1206.180.jpg","19.95","","","https://www.degrootstoffen.nl/product/gobelin-008","Gobelin stof - Gordijnstof - Verduisterende stof - Multicolor - 140 cm breed","https://www.degrootstoffen.nl/media/catalog/product/B/e/Benodigde_stof_per_model_10377_1.jpg","6154537439476","","","1-5-042","Gordijnstof > Stofsoorten > Gobelin","","","","","","","","","","","","","","","Multicolor","new","","Gordijnstof","Stoffen","Gobelin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Linnenlook Forest Life, een stof met bosdieren, één van de vele bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Linnenlook is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Linnenlook Forest Life is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Deze stof met bosdieren is geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook Forest Life is een uitstekende gordijnstof. Bij bedrukte gordijnstof zoals deze stof met bosdieren dien je te rekening houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is Linnenlook Forest Life een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, met bepaalde dieren zoals deze Linnenlook Forest Life. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof met bosdieren rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Misschien ken je de kwaliteit al van een bezoek aan ons op de weekmarkt in Eindhoven (https://www.uwmarktspecialist.nl/markten/markt/eindhoven/warenmarkt/dinsdag/centrum-19/) op dinsdag, in Middelburg op donderdag (https://www.marktenmarkten.nl/markt/weekmarkt-middelburg-markt/556/) of op een van de markten van de Stoffenbeurs. (https://www.stoffenbeurs.nl) Als dat niet het geval is, en je zoekt een stof met bosdieren zoals Linnenlook Forest Life dan kun je een stofstaaltje bestellen (ongeveer 8 x 8 cm) zodat je de stof kunt voelen en de kleur beter kunt beoordelen. Wij versturen niet alleen binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten.","in_stock","De Groot Stoffen","47","1-8-166","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.104530.1379.655.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-dieren-020","Linnenlook - Gordijnstof - Dieren stof - Verduisterende stof - Multicolor - Panama Premium - 140 cm breed","","6154543357313","","","1-8-166","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Multicolor","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Linnenlook Happy Chicks, een stof met kippen, één van de vele bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Linnenlook is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Linnenlook Happy Chicks is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Deze stof met kippen is geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook Happy Chicks is een uitstekende gordijnstof. Bij bedrukte gordijnstof zoals deze stof met kippen dien je te rekening houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is Linnenlook Happy Chicks een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, met bepaalde dieren zoals deze Linnenlook Happy Chicks. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof met kippen rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Misschien ken je de kwaliteit al van een bezoek aan ons op de weekmarkt in Eindhoven (https://www.uwmarktspecialist.nl/markten/markt/eindhoven/warenmarkt/dinsdag/centrum-19/) op dinsdag, in Middelburg op donderdag (https://www.marktenmarkten.nl/markt/weekmarkt-middelburg-markt/556/) of op een van de markten van de Stoffenbeurs. (https://www.stoffenbeurs.nl) Als dat niet het geval is, en je zoekt een stof met kippen zoals Linnenlook Happy Chicks dan kun je een stofstaaltje bestellen (ongeveer 8 x 8 cm) zodat je de stof kunt voelen en de kleur beter kunt beoordelen. Wij versturen niet alleen binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten.","in_stock","De Groot Stoffen","47","1-8-168","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.104530.1318.050.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-dieren-008","Linnenlook - Gordijnstof - Boerderij/Hanen/Kippen - Dieren stof - Verduisterende stof - Multicolor - Panama Premium - 140 cm breed","","6154543364359","","","1-8-168","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Multicolor","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
"Dit is Linnenlook World Map, een stof met wereldkaart, één van de vele bedrukte linnenlook stoffen in onze winkel. Bij ons vind je interieurstoffen, zoals meubelstof, gordijnstof en decoratiestof. Linnenlook is een bedrukte stof in linnenkleur. Het lijkt op linnen, maar is geen linnen. De samenstelling van de stof is 80% katoen en 20% polyester, de breedte is 140 cm, de stof is machine wasbaar op 30 graden en heeft een krimptolerantie van 4%. Linnenlook World Map is een interieur decoratiestof en vergelijkbaar met de kwaliteit Ottoman. Deze stof met wereldkaart is geschikt voor losse stoffering van meubels, maar voor intensief gebruik adviseren we een meubelstof te kiezen met een hogere Martindale. Voor tuinmeubelkussens is deze stof ook zeer geschikt. Linnenlook World Map is een uitstekende gordijnstof. Bij bedrukte gordijnstof zoals deze stof met wereldkaart dien je rekening te houden met rapporthoogte, zodat het motief netjes doorloopt. Je hebt dan wat extra stof nodig. Wanneer de rapporthoogte niet vermeld staat, kun je daar gerust om vragen. Voor kortere gordijntjes, bijv. in een caravan, is linnenlook ook heel geschikt. En wil je volledig lichtdichte gordijnen, dan hebben we ook nog een lichtdichte gordijnvoering. Voering is ook goed voor het behoud van je gordijn, het maakt de gordijnen voller en zorgt dat het gordijn er aan de buitenkant ook netjes uitziet. Verder is Linnenlook World Map een decoratiestof die wordt gebruikt voor kussens, tassen, placemats, tafelkleden, tafellopers, schorten, bekleden van dozen, vouwgordijnen, toilettasjes, vlaggenslingers, enz. We hebben deze kwaliteit al jaren naar volle tevredenheid in ons assortiment. Er zijn enorm veel leuke prints, voor volwassenen en voor kinderen, in bepaalde thema's en voor bepaalde seizoenen, met landkaarten zoals deze Linnenlook World Map. Voor de beginnende naaister is linnenlook een ideale decoratiestof om mee te beginnen. De stof met wereldkaart rafelt niet erg en rekt ook niet. je kunt deze stof gewoon naaien met naald 70. Misschien ken je de kwaliteit al van een bezoek aan ons op de markt. (https://www.stoffenbeurs.nl) Als dat niet het geval is, en je zoekt een stof met wereldkaart zoals Linnenlook World Map dan kun je een stofstaaltje bestellen (ongeveer 8 x 8 cm) zodat je de stof kunt voelen en de kleur beter kunt beoordelen. Wij versturen niet alleen binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten. Wij bezoeken beurzen zoals Heimtech (https://heimtextil.messefrankfurt.com/frankfurt/en/programme-events/trends.html) en Living Kitchen (https://koelnmesse.nl/beurzen/living-kitchen) om de nieuwste trend in gordijnstof, decoratiestof en meubelstof te volgen en nieuwe stoffen te kopen voor onze webshop. Zo houden we onze collectie printstoffen steeds bij de tijd. Wij versturen niet alleen stof binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten. We versturen stofstalen, gordijnstof, decoratiestof en meubelstof niet alleen binnen Nederland, maar ook naar het buitenland, in met name Duitsland en België hebben we veel vaste klanten.","in_stock","De Groot Stoffen","47","1-8-171","https://www.degrootstoffen.nl/media/catalog/product/1/_/1.104530.1290.110.jpg","9.99","","","https://www.degrootstoffen.nl/product/linnenlook-printstof-024","Linnenlook Printstof - Gordijnstof - Landkaart - Landen - Verduisterende stof - Multicolor - Panama Premium - 140 cm breed","","6154543366322","","","1-8-171","Gordijnstof > Stofsoorten > Panama Premium","","","","","","","","","","","","","","","Multicolor","new","","Gordijnstof","Stoffen","Panama Premium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205 g/m²","","","","","","","","","","","","","","","","","",""
